LoanID,CustomerID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,EndDate,EMIAmount,PaymentStatus,PaymentType,LastPaymentDate,DefaultFlag
LN001009,CUST002175,Personal,4884091,14.85,36,2019-09-16,2022-10-25,196109.82,On-time,Card,2019-11-03,0
LN001016,CUST000876,Personal,743628,9.49,36,2023-10-30,2026-10-09,26537.19,On-time,Upi,2023-12-23,0
LN001790,CUST000499,Credit Line,3123928,13.71,36,2021-07-11,2024-08-17,122466.66,Nan,Cash,2021-10-13,1
LN002053,CUST002965,Null,1074091,18.58,36,2023-10-11,2026-08-02,46466.37,On-time,Auto-debit,2023-12-14,0
LN002244,CUST000362,Auto,3478063,19.2,48,2025-04-08,2029-03-25,128108.65,On-time,Cash,2025-06-27,0
LN002281,CUST003201,Business,750533,14.32,24,2024-09-13,2026-10-11,40228.57,On-time,Cash,2024-10-31,1
LN002392,CUST006089,Personal,2547335,6.84,60,2017-05-16,2022-04-12,56975.39,On-time,Neft,2017-08-03,0
LN002433,CUST008872,Personal,125822,18.63,24,2024-10-30,2026-09-01,7195.97,On-time,Cash,2024-12-06,0
LN002595,CUST002487,Credit Line,3845910,12.96,24,2020-11-24,2022-12-29,201782.08,On-time,Cash,2021-01-16,0
LN002617,CUST008235,Personal,3411878,10.67,60,2022-11-12,2027-09-14,87201.92,On-time,Netbanking,2023-01-30,0
LN002618,CUST004800,Personal,4732412,15.22,48,2018-04-11,2022-03-13,158614.68,On-time,Cash,2018-06-19,0
LN002878,CUST005414,Auto,774619,11.18,48,2018-11-15,2022-12-13,23354.76,On-time,Auto-debit,2018-12-11,0
LN002976,CUST000652,Home,1724089,12.78,60,2016-04-15,2021-04-19,47096.36,On-time,Neft,2016-06-14,0
LN003100,CUST003599,Personal,291048,15.82,36,2021-07-20,2024-06-24,11921.65,On-time,Neft,2021-09-09,0
LN003276,CUST007775,Home,200980,18.28,48,2021-07-07,2025-08-09,7248.68,On-time,Cash,2021-09-04,0
LN003303,CUST002581,Auto,4290565,18.87,60,2019-03-24,2024-02-26,138978.55,On-time,Auto-debit,2019-05-01,0
LN003335,CUST007019,Personal,2745233,9.3,72,2019-04-17,2025-03-03,59403.79,On-time,Card,2019-06-01,0
LN003822,CUST004388,Auto,1772912,17.08,12,2020-05-06,2021-05-05,172977.11,On-time,Upi,2020-07-03,0
LN004073,CUST000505,Credit Line,947541,7.58,72,2023-02-08,2029-02-15,19145.59,On-time,Auto-debit,2023-05-10,0
LN004288,CUST005048,Home,2432809,12.4,48,2022-01-23,2026-02-12,75822.55,Missed,Neft,2022-04-22,0
LN004531,CUST005809,Personal,2725625,11.24,60,2024-05-08,2029-02-25,70957.1,On-time,Upi,2024-07-21,0
LN004552,CUST005569,Home,374699,6.71,36,2023-12-16,2026-11-15,12503.5,On-time,Netbanking,2024-02-22,0
LN004633,CUST001656,Personal,2400958,21.44,48,2025-08-19,2029-09-17,92917.07,On-time,Neft,2025-09-30,0
LN004819,CUST007811,Personal,943841,11.35,48,2023-03-10,2027-04-13,28590.52,On-time,Cash,2023-05-19,1
LN004949,CUST001553,Home,4953547,20,36,2020-08-15,2023-06-22,200054.5,On-time,Cash,2020-10-22,0
LN005082,CUST004523,Personal,436308,21.59,48,2017-10-05,2021-07-22,16939.66,On-time,Cash,2017-12-15,0
LN005387,CUST007325,Business,25837,7.21,36,2023-10-20,2026-09-15,872.93,On-time,Neft,2023-11-22,0
LN005661,CUST000544,Home,751127,19.69,24,2016-06-16,2018-05-14,43621.7,On-time,Upi,2016-07-11,0
LN005700,CUST009943,Education,3141132,7.48,36,2021-04-08,2024-02-14,106833.39,On-time,Netbanking,2021-06-25,1
LN005892,CUST004611,Education,1731320,9.03,48,2025-01-18,2029-01-12,49097.35,Late,Cash,2025-04-12,0
LN006031,CUST009526,Home,261419,22.73,36,2018-06-08,2021-05-27,10,On-time,Cash,2018-08-14,1
LN006799,CUST002400,Personal,629994,17.75,36,2016-03-29,2019-02-23,26818.49,On-time,Card,2016-06-07,0
LN007527,CUST006245,Home,2663501,16.77,36,2018-07-14,2021-08-25,111208.57,On-time,Auto-debit,2018-09-26,0
LN007565,CUST006419,Auto,1224897,11.96,60,2017-08-25,2022-06-16,32623.09,On-time,Cash,2017-10-05,0
LN008195,CUST007497,Home,448366,10.38,36,2020-08-04,2023-06-16,5000,On-time,Neft,2020-10-17,0
LN008310,CUST006136,Auto,149064,20,60,2022-11-20,2027-12-03,4367.58,Missed,Card,2023-02-06,1
LN008314,CUST008321,Auto,4495929,13.56,60,2020-12-10,2025-09-30,125736.15,Missed,Neft,2021-01-30,0
LN008329,CUST002724,Auto,436317,9.38,48,2019-09-26,2023-09-20,12500.48,On-time,Netbanking,2019-11-04,0
LN008583,CUST002170,Personal,3297765,7.93,48,2019-05-10,2023-03-17,90496.17,On-time,Card,2019-06-07,0
LN009080,CUST007783,Credit Line,963778,10.41,36,2022-12-07,2025-10-03,35132.39,On-time,Auto-debit,2023-01-20,0
LN009183,CUST002312,Business,4018002,21.71,48,2024-07-12,2028-07-27,156400.73,On-time,Card,2024-09-18,1
LN009487,CUST002053,Business,2460486,14.25,36,2022-09-13,2025-08-01,97565.1,On-time,Neft,2022-12-15,0
LN009611,CUST001983,Business,901814,14.95,48,2016-04-01,2020-03-13,30022.89,On-time,Upi,2016-06-20,0
LN000060,CUST003662,Home,3847313,6.57,36,2018-10-04,2021-08-06,127933.84,On-time,Card,2018-11-18,0
LN000061,CUST002517,Home,1394418,22.95,36,2021-08-23,2024-06-17,65402.08,On-time,Card,2021-11-18,0
LN000135,CUST008375,Business,980719,16.31,24,2021-10-13,2023-11-05,54192.9,On-time,Netbanking,2021-11-23,0
LN000299,CUST000649,Education,4123797,12.62,60,2022-07-31,2027-06-03,112098.55,On-time,Cash,2022-10-20,0
LN000312,CUST008625,Business,938468,16.5,36,2018-05-13,2021-03-03,38972.49,On-time,Cash,2018-06-07,0
LN000756,CUST003478,Credit Line,3093081,23.46,60,2025-07-14,2030-04-23,112021.08,On-time,Cash,2025-09-11,0
LN001561,CUST007472,Education,4041491,19.08,48,2019-02-27,2023-02-12,148457.44,On-time,Cash,2019-05-10,0
LN001581,CUST007222,Home,4355806,17.54,36,2016-01-23,2019-01-07,184661.98,On-time,Neft,2016-03-02,0
LN002179,CUST004235,Auto,4040663,14.95,48,2022-11-25,2026-11-21,134520.41,On-time,Cash,2023-01-11,0
LN002296,CUST000675,Credit Line,3732059,19.3,72,2023-12-29,2029-12-25,111858.1,On-time,Netbanking,2024-01-26,0
LN002349,CUST008021,Home,1567475,13.48,48,2024-05-06,2028-04-05,50263.7,On-time,Cash,2024-06-20,0
LN002480,CUST004756,Credit Line,3359400,12.08,60,2016-09-22,2021-07-09,89807.96,On-time,Auto-debit,2016-11-02,0
LN002960,CUST006189,Home,2807279,20.31,48,2024-10-18,2028-08-19,10,On-time,Netbanking,2024-11-25,0
LN003113,CUST002611,Auto,2349175,15.7,48,2019-01-13,2022-12-19,79676.19,On-time,Cash,2019-02-24,0
LN003653,CUST002676,Home,1054745,12.95,36,2017-09-29,2020-08-18,40680.93,On-time,Auto-debit,2017-12-06,0
LN004154,CUST007346,Home,1559613,17.09,60,2021-04-21,2026-03-29,48205.04,On-time,Neft,2021-06-02,0
LN004342,CUST003690,Personal,2936606,20.74,20,2016-11-12,2019-12-12,132326.73,Late,Upi,2016-12-10,0
LN004496,CUST001956,Personal,3440646,11.01,48,2021-12-12,2025-12-26,103248.05,On-time,Upi,2022-01-26,0
LN004796,CUST002266,Home,2086751,11.95,18,2025-03-02,2026-08-13,136711.17,Late,Upi,2025-04-07,0
LN004885,CUST002222,Personal,420885,12.41,48,2017-04-24,2021-05-08,13121.09,On-time,Cash,2017-06-24,0
LN004945,CUST008674,Home,378015,7.71,24,2016-10-10,2018-10-18,18179.37,On-time,Auto-debit,2016-12-09,0
LN005538,CUST005516,Auto,3650930,19.76,48,2020-07-01,2024-07-01,136179.69,On-time,Cash,2020-09-28,0
LN005741,CUST008750,Education,1678754,11.68,24,2018-02-21,2020-03-21,86287.96,Late,Upi,2018-05-20,0
LN006076,CUST000409,Personal,2547722,19.41,84,2021-02-26,2028-02-08,71539.43,On-time,Card,2021-04-02,0
LN006250,CUST009735,Auto,2124829,13.84,20,2023-06-03,2026-07-16,83529.39,On-time,Cash,2023-07-16,0
LN006300,CUST004114,Personal,1281232,21.04,24,2024-08-02,2026-09-16,75848.93,On-time,Auto-debit,2024-08-31,0
LN006698,CUST002145,Education,2840325,19.71,60,2024-01-08,2028-12-26,93991.09,On-time,Cash,2024-04-09,0
LN007288,CUST006897,Business,4071766,7.98,48,2018-09-22,2022-10-14,111905.7,On-time,Upi,2018-11-11,0
LN008289,CUST001277,Personal,4746908,15.11,84,2020-04-05,2027-02-01,116282.29,On-time,Auto-debit,2020-06-04,0
LN008400,CUST000778,Auto,4779886,23.98,72,2024-11-21,2030-10-11,161905.36,On-time,Neft,2025-02-21,0
LN008581,CUST005114,Home,3456157,13.59,48,2022-03-27,2026-02-10,111144.25,On-time,Card,2022-05-25,1
LN008592,CUST000890,Business,479532,22.04,36,2022-03-13,2025-03-05,22127.74,On-time,Cash,2022-05-28,0
LN008933,CUST001332,Education,4760868,20,84,2022-05-25,2029-04-19,120710.67,On-time,Neft,2022-08-24,0
LN009037,CUST003726,Auto,1998389,22,48,2018-01-06,2022-01-24,78270.24,Late,Cash,2018-03-21,0
LN009086,CUST002858,Credit Line,1454125,23.64,48,2018-11-15,2022-12-18,58940.53,On-time,Card,2019-02-11,0
LN000582,CUST003116,Home,3711455,9.62,24,2016-02-24,2018-03-27,184397.46,On-time,Auto-debit,2016-05-05,0
LN000739,CUST008225,Education,4077778,15.28,60,2022-10-05,2027-10-02,119886.67,On-time,Auto-debit,2022-12-07,0
LN001347,CUST000560,Education,1574440,7.28,36,2017-09-01,2020-10-02,53286.05,On-time,Card,2017-10-25,0
LN001362,CUST005888,Home,3422804,22.61,36,2019-02-21,2022-01-31,159569.22,Late,Upi,2019-03-24,0
LN001525,CUST003298,Home,4833043,13.7,60,2023-05-06,2028-05-01,135727.96,On-time,Auto-debit,2023-07-17,0
LN001617,CUST007239,Business,2469229,20,60,2018-05-07,2023-02-19,77019.37,On-time,Auto-debit,2018-07-06,0
LN002130,CUST008898,Education,922332,20,60,2021-12-16,2027-01-01,20983.05,On-time,Auto-debit,2022-01-20,0
LN002147,CUST009031,Auto,2014023,13.75,48,2019-10-25,2023-09-13,65036.16,On-time,Auto-debit,2020-01-14,0
LN002843,CUST008959,Home,4406928,15.02,48,2017-05-04,2021-05-06,146971.05,On-time,Upi,2017-07-09,0
LN002900,CUST002800,Personal,1495084,6.77,72,2021-04-24,2027-05-18,29199.82,Late,Upi,2021-06-24,0
LN002972,CUST000019,Home,570238,22.26,48,2016-03-17,2020-04-14,22457.87,On-time,Neft,2016-05-06,1
LN003268,CUST009442,Personal,1595796,19.44,48,2024-02-05,2028-03-14,59097.65,Late,Upi,2024-03-05,0
LN003344,CUST007358,Auto,3780809,20.11,24,2017-05-06,2019-05-14,220893.77,On-time,Upi,2017-06-15,0
LN003662,CUST004636,Home,1364956,6.82,24,2016-08-09,2018-08-17,64630.67,On-time,Cash,2016-11-02,0
LN003958,CUST003315,Personal,3499445,18.87,36,2024-02-15,2027-01-10,152235.58,On-time,Neft,2024-04-06,0
LN004075,CUST004420,Auto,2151145,12.26,12,2023-12-15,2025-02-05,201239.61,On-time,Upi,2024-01-13,0
LN004260,CUST005946,Auto,4580735,13.07,60,2024-09-07,2029-09-19,126237.42,On-time,Card,2024-11-16,0
LN004325,CUST006532,Home,3082961,7.76,24,2019-06-03,2021-06-15,148393.19,On-time,Cash,2019-07-26,0
LN004358,CUST006603,Business,2260376,8.09,36,2025-10-01,2028-10-30,78026.92,On-time,Netbanking,2025-12-21,0
LN004763,CUST003931,Personal,4972873,19.34,60,2017-06-03,2022-04-30,163027.35,Missed,Neft,2017-07-08,0
LN004996,CUST006243,Personal,2703955,17.66,48,2023-10-17,2027-08-13,96125.6,Missed,Cash,2023-12-20,0
LN005055,CUST008626,Personal,4545726,16.36,48,2023-11-18,2027-10-01,156676.02,On-time,Netbanking,2024-01-21,1
LN005198,CUST006606,Education,3151338,7.92,48,2022-03-04,2026-01-07,86451.71,Late,Cash,2022-04-16,0
LN005349,CUST000659,Personal,870869,20,24,2016-08-23,2018-09-02,46322.97,On-time,Auto-debit,2016-11-06,0
LN005351,CUST007784,Business,4099356,12.32,48,2023-12-01,2027-09-27,127489.97,On-time,Neft,2024-01-17,0
LN005432,CUST009473,Business,3256364,12.06,48,2023-06-13,2027-07-16,100567.37,On-time,Upi,2023-09-08,0
LN005691,CUST003962,Education,4682478,17.26,36,2025-10-20,2028-08-26,197418.48,On-time,Neft,2025-12-18,0
LN005767,CUST002777,Home,2253852,12.3,48,2020-09-12,2024-08-05,70057.23,On-time,Netbanking,2020-10-20,0
LN006089,CUST007635,Home,3820032,8.79,60,2025-07-11,2030-08-11,91648.93,Late,Cash,2025-09-18,0
LN006410,CUST008153,Business,3331696,22.18,84,2024-05-12,2031-05-16,101243.9,On-time,Cash,2024-07-06,0
LN006535,CUST005671,Education,412486,15.74,48,2024-12-01,2028-11-09,14003.9,Late,Card,2025-02-25,0
LN006790,CUST003902,Home,4868699,8.85,24,2016-11-15,2019-01-01,238769.11,Missed,Netbanking,2016-12-19,1
LN006813,CUST000720,Home,4040076,10.51,24,2018-04-07,2020-05-21,203720.83,On-time,Neft,2018-06-15,0
LN006991,CUST005153,Personal,4010617,13.46,36,2019-08-16,2022-08-22,156391.78,Missed,Card,2019-09-21,1
LN007442,CUST003307,Education,4292449,6.67,48,2019-01-30,2022-12-23,113284.88,On-time,Cash,2019-05-02,0
LN007630,CUST009803,Home,2484221,12.09,36,2023-04-11,2026-04-25,94034.67,On-time,Cash,2023-06-26,0
LN007819,CUST002040,Personal,4670620,20.27,60,2019-04-29,2024-03-23,156738.22,On-time,Neft,2019-07-12,0
LN008514,CUST003733,Personal,2369391,21.2,24,2024-01-06,2025-11-25,140583.87,Late,Netbanking,2024-03-24,0
LN009112,CUST003373,Personal,1741124,9.14,36,2022-09-15,2025-09-26,61626.12,On-time,Neft,2022-10-22,0
LN009465,CUST004576,Home,1381917,8.16,84,2018-01-30,2024-11-24,25848.43,Late,Neft,2018-03-05,0
LN009806,CUST001973,Auto,4430904,7.72,36,2021-11-28,2024-12-10,151586.15,On-time,Auto-debit,2022-02-06,0
LN009856,CUST004456,Home,3644783,20.97,24,2017-11-07,2019-10-17,215558.54,On-time,Netbanking,2018-02-09,0
LN000064,CUST005302,Credit Line,48309,13.97,24,2018-05-12,2020-04-19,2575.27,On-time,Neft,2018-07-25,0
LN000176,CUST001131,Business,4219468,12.64,48,2017-09-11,2021-07-23,132350.65,Late,Auto-debit,2017-11-29,0
LN000185,CUST004139,Home,2029014,13.98,36,2025-05-30,2028-04-22,79999.51,On-time,Neft,2025-07-07,0
LN000371,CUST008910,Personal,4508710,21.29,60,2020-04-02,2025-04-24,155137.2,On-time,Auto-debit,2020-05-04,0
LN000670,CUST002890,Auto,1888412,17.17,12,2017-11-14,2018-09-24,184387.7,On-time,Neft,2017-12-10,0
LN000720,CUST003793,Home,4555682,10.8,72,2023-02-28,2028-12-12,104274.5,On-time,Upi,2023-04-26,0
LN000899,CUST008489,Personal,211744,18.82,60,2022-05-14,2027-05-03,6849.92,On-time,Auto-debit,2022-08-02,0
LN002161,CUST008511,Home,10000,15.84,48,2024-08-21,2028-06-01,82426.86,On-time,Netbanking,2024-10-29,0
LN002851,CUST006094,Home,420429,12.97,60,2016-07-06,2021-04-24,11551.29,On-time,Card,2016-08-03,0
LN003367,CUST004398,Home,2311048,21.64,60,2025-05-03,2030-03-03,80193.37,Late,Card,2025-06-14,0
LN003626,CUST003689,Personal,2565616,22.79,60,2024-08-07,2029-06-06,91485.59,On-time,Upi,2024-10-24,0
LN003765,CUST003852,Home,3347327,9.3,18,2025-07-31,2026-11-28,211904.4,On-time,Auto-debit,2025-10-23,0
LN003876,CUST003491,Personal,3795144,17.17,36,2016-11-18,2019-11-02,159722.85,Late,Neft,2017-01-27,0
LN004322,CUST003270,Education,2762594,20,36,2021-01-29,2023-12-10,94741.63,Late,Auto-debit,2021-04-29,0
LN004540,CUST006688,Education,4058897,23.19,48,2021-01-10,2024-12-10,162998.54,On-time,Auto-debit,2021-03-12,0
LN004766,CUST009564,Auto,1396427,20.34,84,2017-08-13,2024-05-16,40293.57,Late,Upi,2017-10-11,0
LN005192,CUST008742,Personal,4414204,17.84,60,2025-09-15,2030-07-29,139194.57,On-time,Cash,2025-11-04,0
LN005231,CUST005500,Auto,3178088,19.99,24,2017-03-05,2019-01-30,185361.98,Late,Neft,2017-04-13,0
LN005583,CUST002336,Auto,595412,10.7,36,2019-05-19,2022-03-24,21848.31,Late,Netbanking,2019-07-16,0
LN005679,CUST000633,Credit Line,3153035,22.5,60,2020-06-29,2025-06-03,111669.99,On-time,Netbanking,2020-08-31,0
LN005684,CUST008354,Home,130814,11.24,84,2018-04-23,2025-01-16,2782.6,On-time,Card,2018-07-24,0
LN006253,CUST008553,Home,1028785,15.77,36,2018-08-30,2021-08-13,42097.31,On-time,Upi,2018-10-24,0
LN006396,CUST001506,Business,1408944,8.6,24,2016-11-18,2018-10-03,68803.43,On-time,Neft,2016-12-24,0
LN007260,CUST000191,Business,3269065,15.69,36,2016-04-20,2019-02-17,133550.39,On-time,Netbanking,2016-06-18,0
LN007435,CUST004803,Education,2365126,19.4,36,2017-02-05,2019-12-30,103934.15,Missed,Card,2017-04-18,1
LN007487,CUST001022,Education,3788436,7.88,60,2017-11-12,2022-08-26,88018,Late,Card,2018-01-12,0
LN007625,CUST000244,Auto,3773675,23.67,24,2018-12-03,2020-11-03,231672.2,On-time,Cash,2019-02-08,0
LN008748,CUST007726,Personal,2515550,23.81,24,2024-04-17,2026-04-23,154727.29,On-time,Netbanking,2024-06-04,0
LN009332,CUST004872,Home,4817801,10.83,36,2018-02-05,2021-01-15,177308.46,On-time,Card,2018-04-23,0
LN009357,CUST003298,Personal,4354421,21.75,24,2018-11-07,2020-09-12,260358.09,On-time,Netbanking,2019-01-03,0
LN009496,CUST000786,Home,3101177,11.18,20,2016-09-16,2023-06-25,65811.41,On-time,Upi,2016-11-28,0
LN009638,CUST003173,Education,1739179,20,72,2017-07-12,2023-06-05,44155.82,Late,Upi,2017-08-20,0
LN009693,CUST007914,Home,1387128,18.58,48,2017-08-07,2021-07-04,50375.87,On-time,Neft,2017-10-09,0
LN009736,CUST007501,Home,157119,12.09,24,2024-01-04,2026-01-08,8129.6,On-time,Upi,2024-02-20,0
LN009808,CUST005155,Personal,3269677,13.16,24,2023-02-06,2025-03-13,172094,On-time,Card,2023-03-14,0
LN009910,CUST000823,Personal,4843497,23.99,60,2018-03-21,2023-03-27,177554.53,On-time,Upi,2018-05-25,1
LN000358,CUST006340,Business,526650,22.62,36,2023-12-19,2026-10-28,24556.52,On-time,Upi,2024-03-02,0
LN000432,CUST000496,Personal,1595742,10.92,24,2025-01-11,2026-11-08,81010.5,On-time,Card,2025-03-02,0
LN000686,CUST007113,Personal,1506114,13.89,36,2019-03-05,2022-02-03,59269.77,Late,Upi,2019-03-31,0
LN000774,CUST001468,Home,4752938,8.98,36,2023-08-09,2026-06-01,167593.87,Late,Card,2023-09-11,0
LN001107,CUST003513,Personal,3699348,16.67,72,2022-04-11,2028-05-07,102769.94,Late,Upi,2022-06-03,0
LN001137,CUST001165,Business,1049187,23.85,48,2020-03-30,2024-04-21,42710.65,Missed,Auto-debit,2020-05-13,1
LN001178,CUST003102,Personal,4436706,11.81,48,2022-01-10,2026-01-28,136095.96,On-time,Netbanking,2022-03-02,0
LN001214,CUST000854,Home,4486760,18.07,48,2019-04-24,2023-05-31,161037.29,On-time,Auto-debit,2019-06-21,0
LN002253,CUST000228,Auto,1926971,11.84,18,2024-05-07,2025-10-18,126066.72,Late,Cash,2024-07-08,0
LN002260,CUST000747,Personal,2505083,16.95,60,2016-04-26,2021-03-25,77135.68,On-time,Cash,2016-06-10,0
LN003035,CUST004958,Education,3959861,23.68,48,2016-04-15,2020-05-15,160638.36,On-time,Card,2016-05-24,0
LN004437,CUST005876,Business,3907382,14.93,48,2016-06-01,2020-06-13,130018.14,Late,Auto-debit,2016-07-31,0
LN004563,CUST003331,Home,3029079,17.67,36,2022-11-17,2025-10-25,128744.27,On-time,Card,2022-12-19,1
LN004597,CUST007713,Personal,1262402,13.05,48,2024-01-15,2027-10-28,40028.66,On-time,Upi,2024-02-25,0
LN004601,CUST000739,Credit Line,4134699,21.69,36,2019-08-11,2022-06-18,189587.43,On-time,Netbanking,2019-10-18,0
LN004775,CUST008967,Personal,3282409,18.51,36,2024-12-28,2027-12-13,141809.19,Late,Upi,2025-03-29,1
LN004815,CUST004628,Home,1054571,23.35,60,2021-08-23,2026-06-23,38096.38,Late,Cash,2021-11-12,1
LN004817,CUST003659,Personal,4602554,14.96,48,2025-06-03,2029-06-13,10,On-time,Cash,2025-07-25,0
LN004872,CUST001486,Home,2826000,7.4,48,2022-01-18,2026-02-05,76302,On-time,Neft,2022-03-14,0
LN008147,CUST007886,Business,621981,16.94,24,2016-08-06,2018-05-28,34696.17,On-time,Netbanking,2016-09-02,0
LN005453,CUST001447,Personal,2182417,10.54,48,2016-12-16,2020-12-29,64635.92,On-time,Upi,2017-02-26,0
LN005542,CUST005954,Home,989478,21.45,18,2020-12-04,2022-05-17,72657.92,On-time,Cash,2021-01-08,0
LN005563,CUST003631,Home,1226926,12.83,24,2020-09-19,2022-09-09,64239.8,On-time,Netbanking,2020-11-08,0
LN005587,CUST009164,Education,1530601,10.54,36,2020-03-13,2023-03-11,55960.47,On-time,Cash,2020-04-28,0
LN005724,CUST001939,Business,2888978,23.9,24,2023-01-18,2025-01-14,177912.9,On-time,Cash,2023-04-08,0
LN005785,CUST007722,Personal,2003583,9.81,24,2017-12-07,2019-10-05,99861.92,On-time,Upi,2018-01-16,0
LN006013,CUST005893,Home,3899366,20,60,2025-08-14,2030-08-17,121237.79,On-time,Cash,2025-09-23,0
LN006061,CUST006313,Business,4523075,19.43,72,2016-11-02,2022-09-30,136056.61,Late,Neft,2016-12-14,0
LN006316,CUST002665,Personal,1271031,23.04,60,2020-08-18,2025-08-19,45587.65,On-time,Netbanking,2020-10-22,1
LN006383,CUST000526,Home,3253936,6.81,60,2025-01-13,2029-11-01,72698.35,Late,Upi,2025-04-10,0
LN006955,CUST003819,Credit Line,267310,21.57,18,2021-05-09,2022-11-09,19655.45,On-time,Auto-debit,2021-07-31,0
LN007038,CUST009783,Home,44400,23.21,36,2017-02-01,2020-02-15,2092.1,On-time,Upi,2017-02-28,0
LN007101,CUST009515,Auto,0,17.91,60,2017-08-19,2022-08-31,118355.72,On-time,Neft,2017-10-12,0
LN007440,CUST004743,Credit Line,2896351,14.4,20,2017-05-12,2019-06-28,155437.5,Late,Netbanking,2017-08-03,0
LN007520,CUST008700,Personal,4443485,11.97,36,2023-01-15,2026-02-09,167753.9,On-time,Neft,2023-03-02,0
LN007584,CUST003107,Auto,2814103,12.68,36,2022-03-30,2025-04-17,5000,Missed,Netbanking,2022-04-29,1
LN008043,CUST008100,Credit Line,2761221,12.16,60,2025-03-15,2030-03-09,74000.72,On-time,Cash,2025-05-25,0
LN008204,CUST008927,Business,1038823,12.71,24,2018-04-28,2020-05-11,54287.16,Missed,Auto-debit,2018-06-16,1
LN008237,CUST004868,Home,2947338,9.62,60,2022-02-27,2026-12-08,72750.13,On-time,Cash,2022-05-26,0
LN008533,CUST001140,Home,4870621,20.57,24,2021-12-05,2023-12-02,286433.1,Missed,Card,2022-01-07,1
LN008564,CUST002389,Auto,2138540,8.17,36,2024-04-11,2027-03-23,73963.78,On-time,Cash,2024-05-23,0
LN008628,CUST007643,Auto,4465425,12.33,36,2021-06-05,2024-07-18,169921.83,On-time,Netbanking,2021-08-15,0
LN009089,CUST000100,Home,35597,7.84,60,2020-04-21,2025-05-15,825.85,On-time,Netbanking,2020-05-20,0
LN009197,CUST005104,Home,783563,20,60,2016-06-15,2021-04-26,20627.3,Late,Netbanking,2016-08-17,0
LN009200,CUST003224,Home,2709586,22.98,60,2022-02-14,2027-02-22,97048.34,Late,Cash,2022-03-19,0
LN009207,CUST001923,Personal,803907,22.32,36,2022-06-08,2025-06-17,37283.42,On-time,Neft,2022-07-26,0
LN009413,CUST002822,Education,48496,11.18,36,2022-02-20,2025-02-26,1798.93,On-time,Upi,2022-03-19,0
LN009563,CUST006208,Home,3488664,22.37,60,2022-10-20,2027-11-20,123178.91,On-time,Neft,2022-12-26,0
LN009819,CUST003494,Personal,2717532,15.95,36,2025-03-13,2028-03-06,111607.53,On-time,Auto-debit,2025-04-07,0
LN009828,CUST007779,Home,2728747,20.22,48,2025-04-25,2029-03-24,102828.28,On-time,Upi,2025-06-10,0
LN009865,CUST006547,Auto,4311518,20.36,48,2022-03-30,2026-03-02,162975.38,Missed,Cash,2022-06-27,1
LN009932,CUST003886,Personal,1125946,20.73,48,2022-01-27,2026-03-05,42907.93,Late,Cash,2022-03-10,0
LN000056,CUST002480,Home,414891,21.82,24,2016-10-22,2018-12-04,24831.23,Late,Cash,2017-01-23,1
LN000262,CUST006366,Personal,918605,16.49,72,2019-07-25,2025-07-04,25381.57,On-time,Auto-debit,2019-09-26,0
LN000424,CUST008534,Business,3518452,16.01,48,2022-03-01,2026-01-08,120243.1,On-time,Upi,2022-04-14,1
LN000467,CUST005522,Home,2138147,0.5,36,2021-11-05,2024-08-29,86422.71,Missed,Auto-debit,2021-12-18,1
