LoanID,CustomerID,RegionID,Application_Date,Approval_Status,Disbursement_Date,Loan_Amount,Interest_Rate,Term_Months,Loan_Type,CreditScore_At_Application,EMI_Amount,Collateral_Type,Payment_Frequency,Channel,SourceSystem,Default_Status,Default_Date
L0000165,C005538,R0335,06-06-2024,Rejected,,14136.6,16.0,12.0,Personal Loan,710,1282.63,Property,Biweekly,MobileApp,CoreBank,0,
L0000166,C003376,R0461,2021-02-26,Approved,2021-04-02,7993.76,10.95,,Personal Loan,494,706.32,FD,Biweekly,Branch,Campaign,0,
L0000167,C003742,R0390,07-18-2025,Approved,2025-08-22,11646.06,9.25,60.0,Business Loan,674,243.17,Property,MONTHLY,Online,Campaign,1,
L0000168,C002210,R0011,30-Mar-2023 21:58,Approved,2023-04-28,6057.41,9.18,48.0,Education Loan,628,151.26,None,Monthly,Agent,PartnerAPI,1,
L0000169,C001517,R0024,09/06/2022,Rejected,,10579.07,11.34,12.0,Education loan,627,936.67,NONE,MONTHLY,BRANCH,Campaign,0,
L0000170,C006462,R0398,"Jun 07, 2025",Approved,16/06/2025,8660.3,9.99,60.0,MORTGAGE,722,183.96,NONE,Biweekly,Online,Campaign,0,
L0000171,C003654,R0334,"Jan 03, 2022",Approved,,8444.94,12.61,60.0,Auto Loan,693,190.47,Guarantee,MONTHLY,Online,CoreBank,0,
L0000172,C007934,R0492,21-Jan-2024 11:41,Approved,2024/03/14 11:41:18,26588.24,10.62,84.0,Mortgage,565,449.96,Vehicle,Biweekly,MobileApp,Campaign,0,
L0000173,C007939,R0153,21-May-2024 01:33,Pending,,12897.5,2.5,48.0,Auto Loan,777,282.64,FD,Biweekly,Partner,Salesforce,0,
L0000174,C007386,R0495,06-Sep-2023 04:20,Approved,09-19-2023,16084.4,16.54,12.0,Mortgage,703,1463.46,FD,MONTHLY,Partner,CoreBank,0,
L0000175,C003215,R0429,27-Jun-2024 07:30,Approved,07-13-2024,5162.04,15.68,,business loan,632,180.67,Property,Biweekly,Branch,Salesforce,0,
L0000176,C001095,R0370,"Nov 15, 2023",Approved,2023/12/23 19:30:36,10620.74,7.32,72.0,Gold loan,633,182.71,Gold,Biweekly,Agent,PartnerAPI,1,
L0000177,C005310,R0426,2025-02-12,Approved,2025/02/26 07:16:03,13427.4,13.44,72.0,PERSONAL LOAN,701,272.67,Guarantee,Biweekly,Partner,Campaign,0,
L0000178,C006536,R0243,2021-09-29,Approved,18-Nov-2021 09:33,9061.7,6.78,48.0,Gold Loan,833,216.07,NONE,Monthly,Agent,Campaign,0,
L0000179,C003817,R0303,17/07/2022,Approved,2022-07-27,10784.52,9.54,84.0,mortgage,727,176.48,Vehicle,Biweekly,Branch,Campaign,0,
L0000180,C000267,R0069,2023-12-27,Approved,2024/01/08 03:26:45,11919.24,15.24,72.0,Auto loan,695,253.59,NONE,MONTHLY,Agent,PartnerAPI,0,
L0000181,C002228,R0212,2023-11-26,Approved,2023-12-30,12276.8,10.69,18.0,gold loan,,741.22,NONE,Biweekly,Agent,Campaign,0,
L0000182,C005402,R0280,09-08-2023,Approved,2023/09/16 18:41:43,11264.65,20.82,18.0,BUSINESS LOAN,799,733.98,FD,Monthly,BRANCH,Salesforce,0,
L0000183,C005288,R0349,28-Mar-2025 05:12,Rejected,,13919.53,7.05,48.0,Gold Loan,756,333.64,FD,Monthly,Online,CoreBank,0,
L0000184,C001246,R0111,2023/07/30 06:53:31,Approved,17/08/2023,9366.25,15.23,84.0,Personal Loan,656,181.95,Vehicle,MONTHLY,Branch,PartnerAPI,0,
L0000185,C003308,R0496,"Aug 12, 2025",Approved,28-Sep-2025 09:22,10439.67,12.2,12.0,Personal Loan,541,928.53,FD,Monthly,BRANCH,CoreBank,0,
L0000186,C005218,R0488,"Jun 27, 2023",Approved,2023-07-11,8824.35,12.66,12.0,education loan,652,786.76,Gold,Monthly,MobileApp,Salesforce,0,
L0000187,C005023,R0198,2021/07/29 00:07:38,Approved,30/08/2021,13143.01,18.25,18.0,Business Loan,829,840.17,None,MONTHLY,Online,CoreBank,0,
L0000188,C007861,R0399,22/03/2022,Approved,"Apr 09, 2022",7399.48,19.74,60.0,AUTO LOAN,611,194.97,Property,Biweekly,MobileApp,PartnerAPI,0,
L0000189,C006356,R0167,2024/03/24 09:35:38,Approved,03-26-2024,13249.61,18.1,24.0,Auto Loan,686,662.12,None,Monthly,Online,PartnerAPI,0,
L0000190,C005263,R0440,19-Jul-2023 15:49,Approved,"Aug 15, 2023",11320.8,10.36,84.0,BUSINESS LOAN,774,190.05,None,Monthly,MobileApp,Campaign,0,
L0000191,C006441,R0215,"Mar 18, 2024",Approved,2024/04/20 12:17:15,22146.11,14.32,24.0,Home Loan,690,1066.65,Property,Biweekly,Partner,Campaign,0,
L0000192,C002958,R0065,"Sep 04, 2021",Approved,11-Oct-2021 05:33,15135.71,16.0,84.0,Education Loan,591,300.63,None,Monthly,Agent,Salesforce,0,
L0000193,C006499,R0428,06-10-2025,Approved,22/06/2025,19504.88,13.07,36.0,GOLD LOAN,767,657.85,,MONTHLY,Partner,Salesforce,0,
L0000194,C005850,R0202,01-19-2021,Approved,20-Feb-2021 01:26,26586.58,13.5,84.0,BUSINESS LOAN,483,490.92,Vehicle,Biweekly,MobileApp,CoreBank,0,
L0000195,C006845,R0061,05-09-2025,Approved,07-06-2025,16848.05,13.5,590.5922750189827,Home Loan,715,311.1,NONE,MONTHLY,Online,Salesforce,0,
L0000196,C005121,R0018,01-Jun-2022 01:57,Pending,,8655.07,2.5,12.0,Mortgage,704,731.06,Gold,Biweekly,Agent,Salesforce,1,
L0000197,C000222,R0271,10-27-2024,Approved,2024/11/20 03:03:34,18764.43,6.61,60.0,Gold Loan,695,368.12,Gold,Monthly,BRANCH,CoreBank,0,
L0000198,C002379,R0139,30/01/2024,Approved,03-26-2024,12398.68,14.48,48.0,Gold loan,829,341.81,None,Monthly,Online,Salesforce,0,
L0000199,C000841,R0330,09-16-2022,Approved,2022/10/12 02:46:47,5418.16,13.99,36.0,Business loan,831,185.15,Guarantee,Biweekly,MobileApp,CoreBank,0,
L0000200,C004891,R0477,09-14-2022,Approved,2022-10-28,8809.43,5.75,18.0,auto loan,728,511.99,Guarantee,MONTHLY,Agent,PartnerAPI,0,
L0000201,C000156,R0248,10-Jan-2024 12:10,Approved,"Feb 12, 2024",15551.61,8.92,60.0,Gold Loan,642,322.22,FD,Monthly,MobileApp,CoreBank,0,
L0000202,C002263,R0030,2025/02/27 11:52:11,Approved,21/03/2025,12193.22,19.53,84.0,HOME LOAN,706,267.33,NONE,Biweekly,Online,Salesforce,0,
L0000203,C002399,R0328,26-Dec-2020 18:09,Approved,01-Feb-2021 18:09,15929.97,19.45,36.0,Home loan,668,587.56,NONE,Monthly,Online,Campaign,0,
L0000204,C003322,R0259,10-26-2024,Approved,"Nov 04, 2024",12139.39,13.94,72.0,Education Loan,714,249.75,NONE,MONTHLY,Branch,Salesforce,0,
L0000205,C003002,R0328,"Jul 30, 2022",Approved,09-Aug-2022 22:24,9829.67,10.58,36.0,HOME LOAN,691,319.86,FD,MONTHLY,Partner,CoreBank,0,
L0000206,C007260,R0454,01-17-2023,Approved,"Mar 14, 2023",8456.17,15.13,84.0,PERSONAL LOAN,631,163.79,Vehicle,Monthly,Partner,CoreBank,0,
L0000207,C007392,R0452,2023/05/05 01:17:53,Approved,14-Jun-2023 01:17,6823.8,12.61,84.0,Gold Loan,672,122.7,FD,Monthly,MobileApp,CoreBank,0,
L0000208,C002607,R0258,"Feb 14, 2024",Approved,"Mar 24, 2024",18714.37,10.98,84.0,BUSINESS LOAN,684,320.24,NONE,Monthly,Partner,Salesforce,0,
L0000209,C003713,R0262,2022-01-30,Approved,21-Feb-2022 10:34,13068.3,7.59,72.0,BUSINESS LOAN,700,226.52,Property,Monthly,Agent,Salesforce,0,
L0000210,C001490,R0219,05-07-2023,Approved,"Jun 07, 2023",6056.43,9.4,60.0,Education Loan,664,126.9,Vehicle,MONTHLY,Agent,Campaign,0,
L0000211,C000324,R0433,"Dec 12, 2023",Approved,12-21-2023,7719.95,17.45,12.0,Auto loan,562,705.75,NONE,MONTHLY,BRANCH,Campaign,0,
L0000212,C000330,R0168,2022-10-05,Approved,24/11/2022,10066.74,13.93,48.0,Auto loan,594,274.74,Vehicle,MONTHLY,Branch,PartnerAPI,0,
L0000213,C003589,R0446,2021-10-21,Approved,2021-12-06,14630.88,11.45,72.0,Mortgage,732,281.87,Property,MONTHLY,BRANCH,PartnerAPI,1,
L0000214,C006800,R0183,"Sep 16, 2025",Approved,19-Sep-2025 16:55,15231.5,18.06,18.0,GOLD LOAN,581,972.29,NONE,MONTHLY,Branch,Campaign,0,
L0000215,C007434,R0198,"Jan 18, 2025",Rejected,,13773.18,5.53,48.0,Home Loan,622,320.5,Gold,MONTHLY,BRANCH,Salesforce,0,
L0000216,C002399,R0274,06-02-2022,Approved,"Jul 19, 2022",,7.35,18.0,Home Loan,779,335.33,None,Biweekly,Branch,PartnerAPI,0,
L0000217,C002050,R0085,11-29-2024,Approved,2025-01-01,11176.86,20.22,24.0,BUSINESS LOAN,702,570.06,FD,Biweekly,MobileApp,PartnerAPI,0,
L0000218,C005886,R0307,"Apr 05, 2022",Approved,12-Apr-2022 07:13,,9.69,48.0,GOLD LOAN,668,378.62,Gold,Monthly,MobileApp,Campaign,0,
L0000219,C006917,R0489,2021/10/26 01:16:42,Approved,07/12/2021,11758.15,13.06,18.0,Mortgage,750,722.84,Guarantee,Monthly,Partner,CoreBank,0,
L0000220,C007252,R0386,27-Apr-2023 09:58,Approved,"May 11, 2023",11049.71,12.88,12.0,personal loan,643,986.31,Guarantee,MONTHLY,Online,Campaign,no,
L0000221,C006404,R0256,13-Aug-2025 02:10,Approved,08-Oct-2025 02:10,5834.85,,12.0,Mortgage,662,524.86,FD,MONTHLY,Branch,Campaign,0,
L0000222,C001852,R0022,01-Sep-2025 04:13,Approved,2025-09-09,13123.77,15.66,48.0,Gold loan,736,369.65,None,Monthly,Partner,CoreBank,0,
L0000223,C003694,R0207,02-12-2025,Rejected,,5782.55,19.22,36.0,AUTO LOAN,664,212.61,FD,Monthly,Branch,Salesforce,0,
L0000224,C006692,R0411,03-Oct-2022 07:33,Approved,2022-10-29,14380.94,13.0,60.0,BUSINESS LOAN,799,327.21,Property,MONTHLY,Agent,CoreBank,0,
L0000225,C006576,R0119,2025/09/24 10:40:30,Approved,2025/11/17 10:40:30,25399.46,11.68,72.0,business loan,516,492.35,Vehicle,Biweekly,Partner,Salesforce,0,
L0000226,C006934,R0237,04-May-2021 12:43,Approved,"Jun 14, 2021",11128.55,11.73,48.0,Education Loan,582,77663.66042336529,Guarantee,MONTHLY,Agent,CoreBank,0,
L0000227,C002781,R0377,2025-01-22,Approved,02-24-2025,11800.51,10.22,24.0,PERSONAL LOAN,696,545.73,Gold,Biweekly,Partner,Salesforce,0,
L0000228,C004992,R0171,10/08/2025,Approved,10-Sep-2025 05:54,11351.55,20.16,18.0,Gold loan,661,736.04,FD,Biweekly,MobileApp,CoreBank,0,
L0000229,C001706,R0063,2025/03/10 04:43:16,Approved,18/03/2025,14570.53,10.92,84.0,personal loan,719,248.87,NONE,MONTHLY,Partner,PartnerAPI,0,
L0000230,C002585,R0154,19/02/2023,Rejected,,17892.83,10.04,72.0,Education loan,578,331.84,Gold,Biweekly,Partner,Campaign,0,
L0000231,C004865,R0211,"Mar 20, 2021",Approved,2021-04-17,11183.17,7.88,84.0,Mortgage,675,173.64,FD,Biweekly,MobileApp,PartnerAPI,1,
L0000232,C001563,R0137,29-Feb-2024 06:57,Approved,07-Mar-2024 06:57,9298.98,11.46,72.0,Education Loan,774,179.2,,Biweekly,Branch,Salesforce,0,
L0000233,C005708,R0036,2025-10-23,Rejected,,9205.27,11.54,12.0,Gold Loan,665,815.9,NONE,Biweekly,BRANCH,CoreBank,0,
L0000234,C000532,R0470,08-Jul-2023 23:46,Rejected,,15592.4,6.01,18.0,Home Loan,690,908.04,,MONTHLY,Online,Campaign,0,
L0000235,C004162,R0248,07-16-2022,Approved,2022-07-19,10781.42,11.92,48.0,PERSONAL LOAN,730,283.49,NONE,Monthly,Partner,Campaign,0,
L0000236,C002966,R0444,07-25-2022,Approved,29-Aug-2022 01:50,16702.45,15.99,36.0,Gold loan,687,587.13,Gold,MONTHLY,Agent,Salesforce,0,
L0000237,C002119,R0091,2021/09/23 23:22:50,Approved,11-17-2021,7470.49,13.09,72.0,BUSINESS LOAN,642,150.32,FD,MONTHLY,MobileApp,PartnerAPI,0,
L0000238,C003322,R0033,2024/03/06 17:27:44,Approved,07/04/2024,7064.64,7.76,72.0,auto loan,797,123.04,Property,MONTHLY,BRANCH,CoreBank,0,
L0000239,C001117,R0361,"May 03, 2023",Approved,"Jun 24, 2023",9959.01,12.02,84.0,Personal Loan,736,175.91,Guarantee,MONTHLY,Agent,Salesforce,0,
L0000240,C001554,R0208,"May 16, 2023",Approved,28/06/2023,10269.17,17.23,72.0,HOME LOAN,795,229.77,Gold,Biweekly,Agent,Campaign,0,
L0000241,C004894,R0079,08-11-2021,Approved,2021/10/01 05:13:48,7106.7,11.67,84.0,BUSINESS LOAN,673,124.2,NONE,Biweekly,Branch,Campaign,0,
L0000242,C006725,R0366,01-21-2022,Pending,,16079.57,13.42,84.0,Mortgage,635,296.2,NONE,Biweekly,BRANCH,PartnerAPI,0,
L0000243,C005323,R0339,18-Aug-2025 12:50,Approved,10-04-2025,6710.71,12.79,60.0,Personal Loan,648,151.97,NONE,MONTHLY,Branch,PartnerAPI,0,
L0000244,C002655,R0057,"Sep 21, 2024",Approved,30/09/2024,14028.85,12.35,18.0,Auto Loan,802,857.79,Gold,Biweekly,Agent,Salesforce,1,
L0000245,C000760,R0045,"Dec 31, 2024",Approved,20/02/2025,12122.94,15.19,36.0,Gold Loan,,421.37,Guarantee,MONTHLY,MobileApp,Campaign,0,
L0000246,C004558,R0122,2025/01/14 14:05:13,Approved,05-Feb-2025 14:05,19879.75,14.27,12.0,Gold Loan,631,1787.47,Gold,Biweekly,Online,Campaign,0,
L0000247,C000524,R0109,"Oct 09, 2021",Rejected,,12895.41,9.49,84.0,business loan,611,210.7,Property,Monthly,Partner,Campaign,0,
L0000248,C007890,R0454,14/12/2022,Approved,2022-12-23,11640.15,15.93,48.0,mortgage,751,329.47,Property,MONTHLY,Partner,CoreBank,0,
L0000249,C006149,R0186,2022-12-05,Approved,16-Dec-2022 11:36,13681.57,7.19,24.0,Mortgage,582,613.74,Guarantee,Biweekly,Agent,Salesforce,0,
L0000250,C007151,R0449,2025/03/16 01:24:52,Approved,"Apr 27, 2025",9066.28,16.99,12.0,personal loan,642,826.84,NONE,Monthly,Branch,Campaign,0,
L0000251,C002139,R0312,2022-05-21,Pending,,9077.56,12.75,18.0,Education loan,645,556.74,Vehicle,Biweekly,Online,CoreBank,0,
L0000252,C003198,R0005,2023-11-27,Approved,2024/01/24 08:55:49,18764.13,6.55,84.0,Education loan,588,279.09,Property,Monthly,Agent,PartnerAPI,0,
L0000253,C003550,R0427,07-24-2025,Approved,17/08/2025,6769.46,6.25,72.0,gold loan,615,112.99,Vehicle,MONTHLY,Online,CoreBank,0,
L0000254,C007168,R0008,25/07/2025,Approved,09-02-2025,15553.62,14.56,12.0,auto loan,611,1400.62,Guarantee,MONTHLY,MobileApp,Campaign,0,
L0000255,C002254,R0240,18-May-2024 11:33,Approved,08-Jul-2024 11:33,15264.75,2.5,18.0,Education Loan,568,864.92,Guarantee,Biweekly,MobileApp,PartnerAPI,0,
L0000256,C005198,R0024,2021/08/01 22:49:39,Approved,2021/08/11 22:49:39,15871.21,15.45,36.0,Home Loan,861,553.68,None,Monthly,Partner,CoreBank,0,
L0000257,C007709,R0003,2020-11-24,Approved,13/01/2021,11241.5,2.5,48.0,Home Loan,682,246.35,Guarantee,Biweekly,BRANCH,CoreBank,0,
L0000258,C005558,R0213,09-04-2025,Approved,11-Sep-2025 00:26,12837.94,7.1,36.0,personal loan,704,396.99,FD,Monthly,BRANCH,Campaign,0,
L0000259,C007640,R0430,2022/07/05 00:16:24,Pending,,17234.63,17.19,18.0,Home Loan,650,1093.03,None,Biweekly,BRANCH,PartnerAPI,0,
L0000260,C007553,R0396,06-16-2025,Rejected,,18401.09,5.32,36.0,Education Loan,669,554.14,Property,MONTHLY,Branch,Salesforce,0,
L0000261,C007520,R0103,2025/01/28 13:31:12,Approved,27/02/2025,16421.42,11.77,36.0,Home Loan,676,543.62,Gold,MONTHLY,Branch,Salesforce,0,
L0000262,C006061,R0436,14/01/2024,Rejected,,9236.07,19.37,843.0808143544017,Personal Loan,644,201.61,Guarantee,Biweekly,MobileApp,PartnerAPI,0,
L0000263,C004498,R0290,"Jan 06, 2025",Approved,2025-01-11,15401.4,24.92,48.0,education loan,693,509.98,None,Biweekly,Agent,PartnerAPI,1,22-Oct-2025 23:47
L0000264,C001588,R0294,2025/03/05 21:36:53,Rejected,,13172.74,14.58,18.0,Gold Loan,598,819.18,None,Biweekly,Online,CoreBank,yes,
L0000265,C007477,R0044,28-Sep-2025 10:50,Rejected,,14766.28,17.95,24.0,Gold loan,763,736.84,FD,MONTHLY,BRANCH,Salesforce,0,
L0000266,C006469,R0215,01/04/2024,Approved,"May 13, 2024",7965.65,10.96,18.0,Business loan,700,481.92,Vehicle,Biweekly,Online,Salesforce,0,
L0000267,C007406,R0165,2024-03-21,Approved,,9921.88,11.85,36.0,personal loan,625,328.84,None,Biweekly,BRANCH,Campaign,0,
L0000268,C005271,R0351,2021-08-20,Approved,,8049.31,11.32,84.0,Business loan,813,139.18,Guarantee,Biweekly,MobileApp,CoreBank,0,
L0000269,C004212,R0023,"Sep 12, 2021",Approved,2021/10/11 13:51:19,15305.95,10.66,12.0,gold loan,668,1350.34,NONE,Biweekly,Partner,Salesforce,0,
L0000270,C005679,R0253,2024-12-13,Approved,2024-12-16,13235.74,14.91,18.0,Home loan,584,825.15,Vehicle,MONTHLY,Branch,CoreBank,0,
L0000271,C007407,R0247,05/02/2024,Approved,"Mar 09, 2024",8755.06,9.9,60.0,Home Loan,638,185.59,Property,Biweekly,Partner,CoreBank,0,
L0000272,C002194,R0403,"Feb 18, 2023",Approved,"Mar 11, 2023",8724.58,7.73,12.0,personal loan,763,757.85,None,Biweekly,MobileApp,Salesforce,0,
L0000273,C005484,R0129,12-04-2022,Pending,,15780.48,17.29,60.0,Home Loan,640,394.65,Vehicle,MONTHLY,Agent,CoreBank,0,
L0000274,C007582,R0125,10-21-2022,Approved,,7751.09,9.45,60.0,Gold Loan,575,162.6,None,Biweekly,MobileApp,Campaign,0,
L0000275,C001647,R0287,2022/07/19 09:35:46,Approved,2022/07/21 09:35:46,10753.79,13.78,72.0,Auto loan,704,220.33,NONE,Biweekly,Online,CoreBank,0,
L0000276,C000332,R0110,2021/09/27 06:11:00,Approved,11-08-2021,11632.75,14.62,12.0,Personal Loan,772,1047.87,NONE,Monthly,Online,Salesforce,0,
L0000277,C001790,R0408,"May 24, 2022",Approved,2022-05-30,11087.98,18.23,84.0,gold loan,567,234.54,Property,Biweekly,Online,CoreBank,0,
L0000278,C006908,R0161,2022/06/23 19:03:54,Rejected,,21808.24,3.61,72.0,GOLD LOAN,641,337.33,None,Biweekly,Online,Campaign,0,
L0000279,C001894,R0101,2023-07-21,Approved,22-Aug-2023 18:53,15469.61,13.9,48.0,BUSINESS LOAN,707,421.95,FD,Biweekly,Partner,Campaign,0,
L0000280,C003457,R0344,"Feb 21, 2022",Approved,04-08-2022,11932.56,7.84,12.0,Home Loan,703,1037.11,FD,Biweekly,Partner,PartnerAPI,0,
L0000281,C006403,R0343,04-Dec-2023 16:43,Approved,18/01/2024,12346.11,11.66,48.0,Mortgage,664,323.06,Gold,Monthly,Agent,Campaign,0,
L0000282,C007619,R0436,24/04/2025,Approved,2025-05-24,12683.62,10.66,48.0,gold loan,753,325.72,Vehicle,Monthly,Agent,CoreBank,0,
L0000283,C005464,R0104,03-07-2024,Rejected,,10522.31,12.77,12.0,Home Loan,683,938.69,None,Biweekly,Branch,Salesforce,0,
L0000284,C001949,R0104,21-Dec-2023 13:07,Approved,28/12/2023,7595.48,7.62,72.0,mortgage,636,131.77,Guarantee,Biweekly,BRANCH,Salesforce,0,
L0000285,C006253,R0299,10/02/2022,Approved,2022/04/07 09:28:52,2687539.7800673074,20.45,48.0,HOME LOAN,678,592.86,None,MONTHLY,Partner,Salesforce,0,
L0000286,C003514,R0248,26/03/2025,Approved,2025-04-04,16087.71,10.34,60.0,MORTGAGE,662,344.51,Gold,Biweekly,BRANCH,CoreBank,0,
L0000287,C006450,R0224,10-Aug-2023 00:05,Approved,01-Oct-2023 00:05,14552.52,15.73,12.0,mortgage,432,1318.5,Gold,Monthly,Branch,CoreBank,0,
L0000288,C007165,R0204,2021/04/16 03:33:58,Approved,04-17-2021,7697.15,4.88,60.0,Business loan,667,144.83,Property,Biweekly,BRANCH,Salesforce,0,
L0000289,C001799,R0091,04-20-2021,Approved,27-May-2021 16:12,16781.58,13.1,72.0,Auto Loan,625,337.76,FD,Monthly,MobileApp,PartnerAPI,0,
L0000290,C001812,R0458,2025-09-05,Pending,,12941.5,7.73,24.0,Personal loan,698,583.72,Guarantee,Biweekly,BRANCH,Salesforce,0,
L0000291,C005626,R0394,08-25-2022,Pending,,17136.26,16.84,84.0,Mortgage,695,348.61,Vehicle,Monthly,MobileApp,CoreBank,0,
L0000292,C007129,R0234,2022-12-20,Approved,2023-02-08,11773.61,13.49,24.0,Education Loan,688,562.45,FD,Biweekly,Agent,Salesforce,0,
L0000293,C002913,R0403,05-15-2021,Approved,20-May-2021 07:43,10649.11,13.08,60.0,business loan,688,242.74,Vehicle,Biweekly,Agent,Campaign,0,
L0000294,C007662,R0291,2025/09/02 14:18:28,Rejected,,5043.5,6.17,24.0,GOLD LOAN,714,223.92,Guarantee,Biweekly,Online,PartnerAPI,0,
L0000295,C005362,R0003,2022-06-17,Approved,26-Jun-2022 01:20,18083.35,8.89,60.0,home loan,486,374.42,None,Biweekly,Agent,Salesforce,0,
L0000296,C005649,R0225,03-Oct-2025 14:49,Approved,09/11/2025,11752.02,,84.0,AUTO LOAN,613,222.45,Guarantee,MONTHLY,MobileApp,Salesforce,0,
L0000297,C000886,R0062,18/04/2022,Approved,09-May-2022 23:59,17488.94,11.72,84.0,Gold Loan,712,306.11,FD,MONTHLY,Agent,Campaign,0,
L0000298,C006604,R0368,"Oct 31, 2023",Rejected,,10929.29,7.38,24.0,Auto Loan,820,491.22,None,Biweekly,MobileApp,PartnerAPI,0,
L0000299,C004700,R0154,02-12-2024,Approved,"Mar 24, 2024",11698.39,12.19,12.0,Home Loan,743,1040.43,None,Biweekly,Partner,PartnerAPI,0,
L0000300,C005976,R0409,10-14-2022,Approved,18-Oct-2022 20:24,12387.22,5.52,12.0,BUSINESS LOAN,721,1063.39,Gold,Biweekly,BRANCH,PartnerAPI,0,
L0000301,C004697,R0293,2025-04-28,Approved,03-Jun-2025 16:52,2655749.704612008,5.51,48.0,BUSINESS LOAN,701,383.34,,MONTHLY,Partner,PartnerAPI,0,
L0000302,C006084,R0399,2023/04/11 00:08:59,Approved,2023/04/30 00:08:59,11142.63,16.81,84.0,personal loan,688,226.49,Vehicle,MONTHLY,BRANCH,Salesforce,0,
L0000303,C001730,R0458,2024/05/23 05:24:37,Approved,2024/07/07 05:24:37,10648.02,14.62,18.0,education loan,544,662.37,Guarantee,Monthly,Agent,CoreBank,1,
L0000304,C000286,R0126,06-May-2023 19:12,Approved,"Jun 06, 2023",13971.19,13.45,84.0,GOLD LOAN,754,257.59,Guarantee,Biweekly,Agent,PartnerAPI,0,
L0000305,C007871,R0382,31-Mar-2022 00:59,Approved,2022-04-30,12500.84,10.82,18.0,Home Loan,747,755.49,Property,Biweekly,Branch,Campaign,0,
L0000306,C001603,R0251,"Aug 22, 2025",Approved,11-Oct-2025 09:51,18464.55,12.74,72.0,Personal loan,582,368.13,NONE,Monthly,Online,CoreBank,0,
L0000307,C003164,R0498,03/07/2022,Pending,,8876.67,,12.0,PERSONAL LOAN,747,792.17,None,MONTHLY,MobileApp,CoreBank,0,
L0000308,C006768,R0257,2023-09-13,Approved,"Nov 11, 2023",8660.26,13.48,12.0,AUTO LOAN,748,775.46,FD,Monthly,BRANCH,PartnerAPI,0,
L0000309,C004586,R0119,22/01/2023,Rejected,,8205.35,15.77,84.0,Gold Loan,631,161.9,NONE,Monthly,Partner,Salesforce,0,
L0000310,C001190,R0009,2025-03-06,Approved,2025/03/08 17:52:19,6806.62,16.14,12.0,Gold Loan,728,618.02,Guarantee,Biweekly,BRANCH,CoreBank,0,
L0000311,C003155,R0230,10-Sep-2021 13:50,Approved,2021/10/21 13:50:46,4236.23,12.35,12.0,auto loan,723,377.08,Vehicle,Monthly,MobileApp,CoreBank,1,
L0000312,C003265,R0109,10-18-2021,Rejected,,12930.04,11.53,24.0,business loan,568,605.83,Property,Biweekly,MobileApp,Salesforce,0,
L0000313,C000830,R0430,2022/10/15 08:06:12,Approved,2022-11-24,11673.84,12.82,18.0,Education Loan,743,716.35,Property,Monthly,Online,PartnerAPI,0,
L0000314,C004271,R0407,"May 06, 2023",Approved,08/06/2023,11959.83,15.85,60.0,Business Loan,659,289.89,FD,MONTHLY,MobileApp,Campaign,0,
L0000315,C005356,R0047,23/10/2021,Approved,02/11/2021,6872.34,8.27,60.0,mortgage,745,140.24,Vehicle,Biweekly,MobileApp,CoreBank,0,
L0000316,C000749,R0219,09/12/2020,Pending,,7521.2,10.93,24.0,Auto Loan,604,350.3,Vehicle,MONTHLY,Agent,Campaign,0,
L0000317,C002991,R0056,07-23-2025,Pending,,8015.44,7.89,48.0,BUSINESS LOAN,786,195.27,Property,Biweekly,Partner,CoreBank,0,
L0000318,C007964,R0275,"Sep 02, 2025",Approved,15/09/2025,10461.04,10.84,24.0,EDUCATION LOAN,709,486.79,NONE,MONTHLY,Online,PartnerAPI,0,
L0000319,C001944,R0057,07-02-2025,Approved,,11263.95,10.37,,education loan,630,678.4,Gold,Biweekly,MobileApp,Salesforce,0,
L0000320,C006980,R0472,"Oct 09, 2021",Approved,11-25-2021,17620.21,7.46,60.0,Education Loan,686,352.74,None,Monthly,Online,CoreBank,1,
L0000321,C005785,R0426,"May 16, 2025",Approved,05-21-2025,14423.51,7.16,72.0,Business Loan,701,247.02,Property,Biweekly,Online,Salesforce,0,
L0000322,C006232,R0186,2025-06-16,Approved,2025-07-20,5237.98,4.29,48.0,Business Loan,703,118.95,None,MONTHLY,Branch,CoreBank,0,
L0000323,C002795,R0154,"Jun 19, 2023",Approved,13/07/2023,13839.0,10.29,12.0,Education loan,645,1218.54,FD,Biweekly,Online,PartnerAPI,0,
L0000324,C004166,R0130,07/04/2024,Approved,25/05/2024,15387.23,8.2,24.0,Auto Loan,589,697.33,Guarantee,MONTHLY,Agent,Salesforce,0,
L0000325,C004555,R0026,06-Feb-2024 16:00,Approved,02-17-2024,6037.15,11.91,12.0,Mortgage,716,536.14,None,Monthly,Partner,CoreBank,0,
L0000326,C002881,R0407,"Aug 28, 2024",Approved,2024/09/26 22:27:19,25365.36,11.84,36.0,GOLD LOAN,662,840.56,NONE,Biweekly,Branch,Salesforce,0,
L0000327,C005986,R0093,2025-10-21,Approved,02/11/2025,15351.2,9.56,48.0,HOME LOAN,596,386.11,Guarantee,Biweekly,Online,Campaign,0,
L0000328,C000456,R0376,26-Apr-2023 00:21,Rejected,,15689.02,2.5,48.0,GOLD LOAN,640,343.81,None,Biweekly,BRANCH,Campaign,0,
L0000329,C000756,R0375,24-Mar-2021 11:50,Approved,2021-04-19,14569.54,6.23,48.0,Education Loan,735,343.7,None,Biweekly,Branch,CoreBank,0,
